pleiades_url,geonames_url,match_type,distance,pleiades_locationPrecision,pleiades_featureTypes,geonames_featurecode
http://pleiades.stoa.org/places/991358,http://sws.geonames.org/2509940/,edh,1789.701,rough,"province",PPL
http://pleiades.stoa.org/places/99021,http://sws.geonames.org/2745872/,edh,0.113,precise,"fort",PPL
http://pleiades.stoa.org/places/99003,http://sws.geonames.org/2996944/,edh,719.471,precise,"fort",PPLA
http://pleiades.stoa.org/places/98992,http://sws.geonames.org/2893774/,edh,2.617,precise,"settlement",PPL
http://pleiades.stoa.org/places/98981,http://sws.geonames.org/2904789/,edh,0.023,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/98951,http://sws.geonames.org/2756161/,edh,0.263,precise,"temple",PPL
http://pleiades.stoa.org/places/98933,http://sws.geonames.org/2752899/,edh,0.756,precise,"fort",PPL
http://pleiades.stoa.org/places/98921,http://sws.geonames.org/2750053/,edh,0.415,precise,"settlement, amphitheatre",PPL
http://pleiades.stoa.org/places/981517,http://sws.geonames.org/7602388/,edh,68.319,rough,"province",PPL
http://pleiades.stoa.org/places/964138,http://sws.geonames.org/752706/,edh,5453.879,unlocated,"unlocated",PPL
http://pleiades.stoa.org/places/964138,http://sws.geonames.org/752696/,edh,5572.603,unlocated,"unlocated",PPL
http://pleiades.stoa.org/places/964138,http://sws.geonames.org/745026/,edh,5406.077,unlocated,"unlocated",PPLA2
http://pleiades.stoa.org/places/952093,http://sws.geonames.org/2265525/,edh,5581.018,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/92124,http://sws.geonames.org/2891620/,edh,5607.208,unlocated,"unlocated",PPLX
http://pleiades.stoa.org/places/912936,http://sws.geonames.org/3166018/,edh,3806.075,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/897714,http://sws.geonames.org/81584/,edh,4320.871,unlocated,"unlocated",PPL
http://pleiades.stoa.org/places/897714,http://sws.geonames.org/3186166/,edh,4955.374,unlocated,"unlocated",PPLX
http://pleiades.stoa.org/places/897714,http://sws.geonames.org/3185672/,edh,4940.043,unlocated,"unlocated",PPLA
http://pleiades.stoa.org/places/897714,http://sws.geonames.org/3183989/,edh,4935.589,unlocated,"unlocated",PPL
http://pleiades.stoa.org/places/897714,http://sws.geonames.org/304703/,edh,5123.339,unlocated,"unlocated",PPL
http://pleiades.stoa.org/places/897705,http://sws.geonames.org/3038173/,edh,4970.604,unlocated,"unlocated",PPL
http://pleiades.stoa.org/places/894133,http://sws.geonames.org/735861/,edh,1538.928,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/894133,http://sws.geonames.org/735725/,edh,1553.437,precise,"settlement",PPL
http://pleiades.stoa.org/places/894133,http://sws.geonames.org/2468579/,edh,2677.901,precise,"settlement",PPLA
http://pleiades.stoa.org/places/894019,http://sws.geonames.org/258576/,edh,1872.57,precise,"settlement",PPLA
http://pleiades.stoa.org/places/89317,http://sws.geonames.org/2656621/,edh,0.339,precise,"fort",PPL
http://pleiades.stoa.org/places/89316,http://sws.geonames.org/6640341/,edh,2.259,precise,"fort",PPL
http://pleiades.stoa.org/places/89314,http://sws.geonames.org/2650283/,edh,0.205,precise,"fort",PPL
http://pleiades.stoa.org/places/89313,http://sws.geonames.org/6942442/,edh,0.22,precise,"fort",MUS
http://pleiades.stoa.org/places/89312,http://sws.geonames.org/2654531/,edh,0.386,precise,"fort",PPL
http://pleiades.stoa.org/places/89311,http://sws.geonames.org/7932545/,edh,0.002,precise,"fort",ANS
http://pleiades.stoa.org/places/89304,http://sws.geonames.org/6942440/,edh,0.199,precise,"fort",PPL
http://pleiades.stoa.org/places/89303,http://sws.geonames.org/2635560/,edh,0.496,precise,"settlement, hill, fort",HLL
http://pleiades.stoa.org/places/89288,http://sws.geonames.org/2634864/,edh,0.374,precise,"fort",PPLA2
http://pleiades.stoa.org/places/89275,http://sws.geonames.org/2641673/,edh,0.147,precise,"fort",PPLA2
http://pleiades.stoa.org/places/89274,http://sws.geonames.org/2640299/,edh,0.248,precise,"fort",PPL
http://pleiades.stoa.org/places/89234,http://sws.geonames.org/2653775/,edh,0.309,precise,"settlement, fort",PPLA2
http://pleiades.stoa.org/places/89230,http://sws.geonames.org/2644968/,edh,0.854,precise,"fort",PPL
http://pleiades.stoa.org/places/89224,http://sws.geonames.org/2655062/,edh,0.46,precise,"fort",PPLA3
http://pleiades.stoa.org/places/89222,http://sws.geonames.org/2644972/,edh,0.38,precise,"settlement-modern, fort",PPL
http://pleiades.stoa.org/places/89209,http://sws.geonames.org/2639224/,edh,2.984,precise,"settlement, amphitheatre",PPL
http://pleiades.stoa.org/places/89196,http://sws.geonames.org/2650307/,edh,1.858,precise,"bridge, fort",PPL
http://pleiades.stoa.org/places/89196,http://sws.geonames.org/2634227/,edh,0.733,precise,"bridge, fort",PPL
http://pleiades.stoa.org/places/89175,http://sws.geonames.org/2633352/,edh,0.242,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/89166,http://sws.geonames.org/2643142/,edh,0.736,precise,"fort",PPLA4
http://pleiades.stoa.org/places/89152,http://sws.geonames.org/2652382/,edh,0.881,precise,"settlement, fort",PPL
http://pleiades.stoa.org/places/89152,http://sws.geonames.org/2519234/,edh,1700.429,precise,"settlement, fort",PPLA3
http://pleiades.stoa.org/places/89150,http://sws.geonames.org/6693001/,edh,0.56,precise,"fort",PPL
http://pleiades.stoa.org/places/89148,http://sws.geonames.org/8063585/,edh,0.588,precise,"fort",PPL
http://pleiades.stoa.org/places/89146,http://sws.geonames.org/2653224/,edh,0.338,precise,"fort",PPL
http://pleiades.stoa.org/places/89143,http://sws.geonames.org/2653499/,edh,1.908,precise,"settlement",PPL
http://pleiades.stoa.org/places/89124,http://sws.geonames.org/2650062/,edh,11.618,precise,"fort",PPL
http://pleiades.stoa.org/places/89124,http://sws.geonames.org/2639267/,edh,0.697,precise,"fort",PPLA3
http://pleiades.stoa.org/places/89123,http://sws.geonames.org/2645299/,edh,0.297,precise,"fort",PPL
http://pleiades.stoa.org/places/89109,http://sws.geonames.org/2655783/,edh,9.829,precise,"fort",PPL
http://pleiades.stoa.org/places/89104,http://sws.geonames.org/2637329/,edh,0.653,precise,"fort",PPLA2
http://pleiades.stoa.org/places/89102,http://sws.geonames.org/2642927/,edh,66.117,precise,"fort",PPL
http://pleiades.stoa.org/places/874418,http://sws.geonames.org/298533/,edh,0.679,precise,"settlement",PPL
http://pleiades.stoa.org/places/874361,http://sws.geonames.org/7647811/,edh,8.089,precise,"settlement",PPL
http://pleiades.stoa.org/places/866051,http://sws.geonames.org/2545977/,edh,3857.843,unlocated,"unlocated",PPL
http://pleiades.stoa.org/places/857359,http://sws.geonames.org/738648/,edh,0.16,precise,"settlement",PPLA
http://pleiades.stoa.org/places/857321,http://sws.geonames.org/7737652/,edh,32.72,precise,"settlement, port",PPL
http://pleiades.stoa.org/places/857321,http://sws.geonames.org/739600/,edh,1.614,precise,"settlement, port",PPLA
http://pleiades.stoa.org/places/857248,http://sws.geonames.org/737537/,edh,1.29,precise,"settlement",PPL
http://pleiades.stoa.org/places/857018,http://sws.geonames.org/745949/,edh,96.734,precise,"settlement, temple, fort",PPL
http://pleiades.stoa.org/places/845084,http://sws.geonames.org/745583/,edh,2.665,precise,"bridge, settlement",PPLA3
http://pleiades.stoa.org/places/845049,http://sws.geonames.org/742704/,edh,0.22,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/845041,http://sws.geonames.org/751345/,edh,10.222,precise,"settlement",PPL
http://pleiades.stoa.org/places/845041,http://sws.geonames.org/750064/,edh,21.781,precise,"settlement",PPL
http://pleiades.stoa.org/places/844944,http://sws.geonames.org/747471/,edh,0.365,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/844900,http://sws.geonames.org/749448/,edh,6.776,precise,"station",PPL
http://pleiades.stoa.org/places/844879,http://sws.geonames.org/750516/,edh,2.835,precise,"settlement",PPLA
http://pleiades.stoa.org/places/844856,http://sws.geonames.org/752016/,edh,0.091,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/83827,http://sws.geonames.org/2655538/,edh,5662.904,unlocated,"unlocated, settlement",PPLX
http://pleiades.stoa.org/places/820631036,http://sws.geonames.org/747158/,edh,3.436,precise,"temple",PPL
http://pleiades.stoa.org/places/79777,http://sws.geonames.org/2648405/,edh,2.755,precise,"fort",PPL
http://pleiades.stoa.org/places/79741,http://sws.geonames.org/2633473/,edh,0.564,precise,"settlement, amphitheatre, bath",PPL
http://pleiades.stoa.org/places/79739,http://sws.geonames.org/2638867/,edh,1.745,precise,"settlement, theatre",PPL
http://pleiades.stoa.org/places/79736,http://sws.geonames.org/2654589/,edh,132.766,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/79735,http://sws.geonames.org/2654042/,edh,0.735,precise,"settlement",PPL
http://pleiades.stoa.org/places/79734,http://sws.geonames.org/2633858/,edh,0.145,precise,"settlement, fort",PPLA2
http://pleiades.stoa.org/places/79733,http://sws.geonames.org/2654087/,edh,0.05,precise,"wall, basilica, settlement, plaza",PPL
http://pleiades.stoa.org/places/79729,http://sws.geonames.org/2648187/,edh,3.714,precise,"settlement",PPL
http://pleiades.stoa.org/places/79726,http://sws.geonames.org/2635202/,edh,0.316,precise,"temple",PPL
http://pleiades.stoa.org/places/79722,http://sws.geonames.org/2653027/,edh,2.909,precise,"settlement",PPL
http://pleiades.stoa.org/places/79701,http://sws.geonames.org/6697033/,edh,0.961,precise,"settlement",PPLX
http://pleiades.stoa.org/places/79678,http://sws.geonames.org/2654092/,edh,0.54,precise,"fort",PPLA2
http://pleiades.stoa.org/places/79664,http://sws.geonames.org/2639391/,edh,2.184,precise,"amphitheatre, fort",PPL
http://pleiades.stoa.org/places/79654,http://sws.geonames.org/2639570/,edh,0.264,precise,"fort",PPL
http://pleiades.stoa.org/places/79651,http://sws.geonames.org/2644668/,edh,0.768,precise,"settlement, bath",PPLA2
http://pleiades.stoa.org/places/79646,http://sws.geonames.org/2651048/,edh,1.261,precise,"lighthouse, port, fort",PPL
http://pleiades.stoa.org/places/79639,http://sws.geonames.org/2654532/,edh,4.709,precise,"settlement",PPL
http://pleiades.stoa.org/places/79622,http://sws.geonames.org/2653192/,edh,0.03,precise,"settlement, fort",PPLA2
http://pleiades.stoa.org/places/79592,http://sws.geonames.org/2643124/,edh,0.382,precise,"settlement",PPL
http://pleiades.stoa.org/places/79574,http://sws.geonames.org/2643743/,edh,2.602,precise,"city-wall, settlement, amphitheatre, temple",PPLC
http://pleiades.stoa.org/places/79553,http://sws.geonames.org/2653584/,edh,0.414,precise,"fort",PPL
http://pleiades.stoa.org/places/79552,http://sws.geonames.org/2635597/,edh,0.307,precise,"settlement",PPL
http://pleiades.stoa.org/places/79549,http://sws.geonames.org/2652995/,edh,0.907,precise,"settlement, amphitheatre",PPL
http://pleiades.stoa.org/places/79532,http://sws.geonames.org/2654093/,edh,0.153,precise,"amphitheatre, fort",PPL
http://pleiades.stoa.org/places/79531,http://sws.geonames.org/2649808/,edh,24.939,rough,"settlement, fort",PPLA2
http://pleiades.stoa.org/places/79440,http://sws.geonames.org/2648370/,edh,0.005,precise,"settlement",PPL
http://pleiades.stoa.org/places/79439,http://sws.geonames.org/2653877/,edh,0.289,precise,"settlement, settlement-modern, fort",PPL
http://pleiades.stoa.org/places/79434,http://sws.geonames.org/2650657/,edh,1.12,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/79432,http://sws.geonames.org/2653217/,edh,3.025,precise,"settlement",PPL
http://pleiades.stoa.org/places/79432,http://sws.geonames.org/2634683/,edh,1.115,precise,"settlement",PPL
http://pleiades.stoa.org/places/79420,http://sws.geonames.org/680152/,edh,2022.554,precise,"amphitheatre, fort",PPL
http://pleiades.stoa.org/places/79420,http://sws.geonames.org/2653228/,edh,0.024,precise,"amphitheatre, fort",PPLA2
http://pleiades.stoa.org/places/79412,http://sws.geonames.org/2651123/,edh,0.265,precise,"fort",PPLA2
http://pleiades.stoa.org/places/79395,http://sws.geonames.org/2644487/,edh,0.889,precise,"city-gate, settlement",PPLA2
http://pleiades.stoa.org/places/79394,http://sws.geonames.org/2648404/,edh,0.236,precise,"settlement, fort",PPLA2
http://pleiades.stoa.org/places/79393,http://sws.geonames.org/2652618/,edh,0.235,precise,"settlement",PPL
http://pleiades.stoa.org/places/79389,http://sws.geonames.org/2654817/,edh,4.458,precise,"settlement, fort",PPL
http://pleiades.stoa.org/places/79368,http://sws.geonames.org/2637846/,edh,1.047,precise,"settlement, amphitheatre",PPL
http://pleiades.stoa.org/places/79360,http://sws.geonames.org/2635052/,edh,0.071,precise,"fort",PPL
http://pleiades.stoa.org/places/79352,http://sws.geonames.org/2639397/,edh,0.184,precise,"fort",PPL
http://pleiades.stoa.org/places/79346,http://sws.geonames.org/2654903/,edh,0.84,precise,"fort",PPL
http://pleiades.stoa.org/places/79340,http://sws.geonames.org/2646700/,edh,5.273,precise,"settlement, production",PPLA3
http://pleiades.stoa.org/places/79299,http://sws.geonames.org/2656173/,edh,0.675,precise,"bath",PPLA2
http://pleiades.stoa.org/places/79298,http://sws.geonames.org/2654141/,edh,0.35,precise,"bath",PPL
http://pleiades.stoa.org/places/79294,http://sws.geonames.org/265040/,edh,2929.963,precise,"peninsula, island",PPL
http://pleiades.stoa.org/places/79285,http://sws.geonames.org/2650333/,edh,0.967,precise,"settlement",PPL
http://pleiades.stoa.org/places/786123,http://sws.geonames.org/359792/,edh,1.083,precise,"settlement",PPLA
http://pleiades.stoa.org/places/741430,http://sws.geonames.org/296821/,edh,5492.293,unlocated,"unlocated",PPLA3
http://pleiades.stoa.org/places/727131,http://sws.geonames.org/749481/,edh,997.865,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/707491,http://sws.geonames.org/751066/,edh,806.872,rough,"river",PPL
http://pleiades.stoa.org/places/69540,http://sws.geonames.org/2998150/,edh,0.116,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/69539,http://sws.geonames.org/3012137/,edh,0.132,precise,"settlement, temple, theatre",PPL
http://pleiades.stoa.org/places/69488,http://sws.geonames.org/3026047/,edh,1.236,precise,"mine",PPL
http://pleiades.stoa.org/places/69483,http://sws.geonames.org/3029241/,edh,0.219,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/682538,http://sws.geonames.org/2501152/,edh,4100.853,unlocated,"unlocated",PPLA
http://pleiades.stoa.org/places/678401,http://sws.geonames.org/2501440/,edh,3015.096,precise,"settlement",PPL
http://pleiades.stoa.org/places/678393,http://sws.geonames.org/268064/,edh,0.412,precise,"settlement",PPLA
http://pleiades.stoa.org/places/678370,http://sws.geonames.org/282108/,edh,0.786,precise,"settlement",PPL
http://pleiades.stoa.org/places/678256,http://sws.geonames.org/2474423/,edh,2802.296,precise,"settlement",PPL
http://pleiades.stoa.org/places/674250,http://sws.geonames.org/257365/,edh,4853.727,unlocated,"unlocated",PPLA3
http://pleiades.stoa.org/places/668393,http://sws.geonames.org/734758/,edh,1273.752,precise,"settlement",PPL
http://pleiades.stoa.org/places/668335,http://sws.geonames.org/734726/,edh,1349.569,precise,"settlement, road",PPL
http://pleiades.stoa.org/places/658587,http://sws.geonames.org/301943/,edh,7.973,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/658569,http://sws.geonames.org/310892/,edh,0.955,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/658480,http://sws.geonames.org/302903/,edh,797.458,precise,"settlement",PPL
http://pleiades.stoa.org/places/658409,http://sws.geonames.org/733905/,edh,1387.54,precise,"settlement, mosque, plaza",PPLA2
http://pleiades.stoa.org/places/658381,http://sws.geonames.org/323779/,edh,0.978,precise,"urban, settlement, amphitheatre",PPLA
http://pleiades.stoa.org/places/658380,http://sws.geonames.org/734968/,edh,1237.459,precise,"settlement",PPL
http://pleiades.stoa.org/places/658378,http://sws.geonames.org/2501440/,edh,2981.021,precise,"wall, settlement",PPL
http://pleiades.stoa.org/places/658378,http://sws.geonames.org/2499232/,edh,3149.422,precise,"wall, settlement",PPL
http://pleiades.stoa.org/places/648801,http://sws.geonames.org/308203/,edh,0.097,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/648789,http://sws.geonames.org/299817/,edh,0.513,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/648771,http://sws.geonames.org/300808/,edh,1.712,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/648647,http://sws.geonames.org/325508/,edh,27.214,precise,"settlement",PPL
http://pleiades.stoa.org/places/648647,http://sws.geonames.org/306571/,edh,0.682,precise,"settlement",PPLA
http://pleiades.stoa.org/places/639087,http://sws.geonames.org/325171/,edh,3.436,precise,"temple, theatre, plaza, bath, settlement, architecturalcomplex",PPLA2
http://pleiades.stoa.org/places/639070,http://sws.geonames.org/320392/,edh,0.973,precise,"settlement",PPLA
http://pleiades.stoa.org/places/638811,http://sws.geonames.org/311962/,edh,4.205,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/638790,http://sws.geonames.org/311073/,edh,12.641,precise,"settlement",PPLA
http://pleiades.stoa.org/places/638778,http://sws.geonames.org/323777/,edh,2.019,precise,"settlement",PPLA
http://pleiades.stoa.org/places/619103,http://sws.geonames.org/323786/,edh,2.746,precise,"settlement",PPLC
http://pleiades.stoa.org/places/614874,http://sws.geonames.org/301258/,edh,5242.513,unlocated,"unlocated",PPL
http://pleiades.stoa.org/places/609501,http://sws.geonames.org/324490/,edh,1.174,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/609367,http://sws.geonames.org/315202/,edh,0.374,precise,"settlement",PPLA
http://pleiades.stoa.org/places/599868,http://sws.geonames.org/255721/,edh,5.131,precise,"island",PPLA3
http://pleiades.stoa.org/places/599728,http://sws.geonames.org/259245/,edh,0.192,precise,"settlement, temple",PPLA3
http://pleiades.stoa.org/places/599612,http://sws.geonames.org/7522155/,edh,1.176,precise,"settlement, temple, theatre",ANS
http://pleiades.stoa.org/places/599588,http://sws.geonames.org/263091/,edh,0.839,precise,"island",PPL
http://pleiades.stoa.org/places/590067,http://sws.geonames.org/264839/,edh,2.614,precise,"island",PPLA3
http://pleiades.stoa.org/places/589807,http://sws.geonames.org/261814/,edh,0.417,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/589704,http://sws.geonames.org/257445/,edh,1.471,precise,"settlement",PPL
http://pleiades.stoa.org/places/580109,http://sws.geonames.org/259251/,edh,3.572,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/579844,http://sws.geonames.org/265502/,edh,0.678,precise,"island",PPLA3
http://pleiades.stoa.org/places/573548,http://sws.geonames.org/252854/,edh,4907.58,unlocated,"unlocated",PPLA3
http://pleiades.stoa.org/places/573493,http://sws.geonames.org/734614/,edh,5185.179,unlocated,"settlement",PPL
http://pleiades.stoa.org/places/570685,http://sws.geonames.org/253394/,edh,0.919,precise,"settlement, temple, theatre",PPLA2
http://pleiades.stoa.org/places/570531,http://sws.geonames.org/264637/,edh,1.099,precise,"temple, palaistra",PPL
http://pleiades.stoa.org/places/570519,http://sws.geonames.org/256337/,edh,3.482,precise,"settlement",PPL
http://pleiades.stoa.org/places/570501,http://sws.geonames.org/256637/,edh,0.168,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/570479,http://sws.geonames.org/257539/,edh,0.473,precise,"settlement, temple, fort",PPL
http://pleiades.stoa.org/places/570385,http://sws.geonames.org/258754/,edh,0.254,precise,"settlement",PPL
http://pleiades.stoa.org/places/570347,http://sws.geonames.org/260288/,edh,0.194,precise,"settlement, port",PPL
http://pleiades.stoa.org/places/570261,http://sws.geonames.org/2517249/,edh,2502.551,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/570231,http://sws.geonames.org/262636/,edh,1.796,precise,"settlement",PPL
http://pleiades.stoa.org/places/570220,http://sws.geonames.org/261790/,edh,0.091,precise,"settlement, theatre",ANS
http://pleiades.stoa.org/places/570182,http://sws.geonames.org/264638/,edh,0.544,precise,"settlement, amphitheatre, plaza",PPL
http://pleiades.stoa.org/places/570049,http://sws.geonames.org/265500/,edh,0.456,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/550867,http://sws.geonames.org/301496/,edh,1.022,precise,"settlement",PPL
http://pleiades.stoa.org/places/550771,http://sws.geonames.org/311046/,edh,3.24,precise,"settlement",PPLA
http://pleiades.stoa.org/places/550763,http://sws.geonames.org/256866/,edh,0.664,precise,"aqueduct, settlement",PPLA
http://pleiades.stoa.org/places/550578,http://sws.geonames.org/301250/,edh,8.104,precise,"settlement",PPL
http://pleiades.stoa.org/places/550434,http://sws.geonames.org/298669/,edh,21.121,precise,"settlement",PPL
http://pleiades.stoa.org/places/543722,http://sws.geonames.org/256284/,edh,4928.787,unlocated,"unlocated",PPL
http://pleiades.stoa.org/places/540827,http://sws.geonames.org/261769/,edh,0.912,precise,"settlement",PPL
http://pleiades.stoa.org/places/540703,http://sws.geonames.org/260133/,edh,10.174,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/540630,http://sws.geonames.org/265187/,edh,1.112,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/531064,http://sws.geonames.org/265457/,edh,23.966,precise,"settlement",PPL
http://pleiades.stoa.org/places/531064,http://sws.geonames.org/255760/,edh,1.762,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/531013,http://sws.geonames.org/256405/,edh,1.577,precise,"villa, theatre, city-wall, settlement, architecturalcomplex",ANS
http://pleiades.stoa.org/places/531013,http://sws.geonames.org/253502/,edh,0.512,precise,"villa, theatre, city-wall, settlement, architecturalcomplex",PPL
http://pleiades.stoa.org/places/530906,http://sws.geonames.org/261708/,edh,2.792,precise,"island",PPL
http://pleiades.stoa.org/places/530824,http://sws.geonames.org/363394/,edh,0.087,precise,"theatre, architecturalcomplex, city-gate, settlement, port",ANS
http://pleiades.stoa.org/places/525483,http://sws.geonames.org/747158/,edh,3.037,precise,"wall",PPL
http://pleiades.stoa.org/places/521064,http://sws.geonames.org/740478/,edh,12.118,rough,"archipelago",PPL
http://pleiades.stoa.org/places/521026,http://sws.geonames.org/751214/,edh,1.547,precise,"settlement",PPL
http://pleiades.stoa.org/places/520998,http://sws.geonames.org/750733/,edh,5.112,precise,"church, urban, settlement, amphitheatre",PPL
http://pleiades.stoa.org/places/520998,http://sws.geonames.org/750704/,edh,0.67,precise,"church, urban, settlement, amphitheatre",PPLX
http://pleiades.stoa.org/places/520998,http://sws.geonames.org/747158/,edh,3.051,precise,"church, urban, settlement, amphitheatre",PPL
http://pleiades.stoa.org/places/520998,http://sws.geonames.org/747059/,edh,1.89,precise,"church, urban, settlement, amphitheatre",PPLX
http://pleiades.stoa.org/places/520998,http://sws.geonames.org/745044/,edh,1.992,precise,"church, urban, settlement, amphitheatre",PPLA
http://pleiades.stoa.org/places/511456,http://sws.geonames.org/748893/,edh,1.023,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/511449,http://sws.geonames.org/740000/,edh,0.442,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/511437,http://sws.geonames.org/744636/,edh,7.922,precise,"station",PPL
http://pleiades.stoa.org/places/511385,http://sws.geonames.org/746958/,edh,0.327,precise,"settlement, port",PPLA2
http://pleiades.stoa.org/places/511384,http://sws.geonames.org/750269/,edh,1.203,precise,"settlement",PPLA
http://pleiades.stoa.org/places/511379,http://sws.geonames.org/741729/,edh,0.34,precise,"island",ISL
http://pleiades.stoa.org/places/511357,http://sws.geonames.org/749740/,edh,16.233,precise,"settlement",PPL
http://pleiades.stoa.org/places/511357,http://sws.geonames.org/741725/,edh,0.222,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/511354,http://sws.geonames.org/745510/,edh,38.532,precise,"settlement, port",PPL
http://pleiades.stoa.org/places/511337,http://sws.geonames.org/745028/,edh,0.315,precise,"settlement",PPLA
http://pleiades.stoa.org/places/511318,http://sws.geonames.org/741385/,edh,9.323,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/511234,http://sws.geonames.org/679464/,edh,662.247,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/511210,http://sws.geonames.org/738303/,edh,2.804,precise,"station",PPL
http://pleiades.stoa.org/places/511187,http://sws.geonames.org/738927/,edh,0.061,precise,"settlement",PPLA
http://pleiades.stoa.org/places/511163,http://sws.geonames.org/8273774/,edh,3.757,precise,"station",PPL
http://pleiades.stoa.org/places/511163,http://sws.geonames.org/743762/,edh,11.135,precise,"station",PPL
http://pleiades.stoa.org/places/511153,http://sws.geonames.org/746983/,edh,68.235,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/507387,http://sws.geonames.org/736386/,edh,5092.158,unlocated,"unlocated",PPL
http://pleiades.stoa.org/places/501649,http://sws.geonames.org/735364/,edh,2.668,precise,"settlement",PPL
http://pleiades.stoa.org/places/501649,http://sws.geonames.org/734798/,edh,17.035,precise,"settlement",PPL
http://pleiades.stoa.org/places/501635,http://sws.geonames.org/734093/,edh,1.53,precise,"island",ISL
http://pleiades.stoa.org/places/501634,http://sws.geonames.org/734094/,edh,0.219,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/501616,http://sws.geonames.org/735282/,edh,27.727,precise,"settlement",PPL
http://pleiades.stoa.org/places/501616,http://sws.geonames.org/734943/,edh,8.516,precise,"settlement",PPL
http://pleiades.stoa.org/places/501616,http://sws.geonames.org/734894/,edh,7.162,precise,"settlement",PPL
http://pleiades.stoa.org/places/501597,http://sws.geonames.org/734358/,edh,0.583,precise,"island",ISL
http://pleiades.stoa.org/places/501596,http://sws.geonames.org/736017/,edh,6.025,precise,"settlement",PPL
http://pleiades.stoa.org/places/501596,http://sws.geonames.org/734808/,edh,0.811,precise,"settlement",PPL
http://pleiades.stoa.org/places/501596,http://sws.geonames.org/734359/,edh,3.644,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/501572,http://sws.geonames.org/736447/,edh,1.212,precise,"settlement, estate",PPLA3
http://pleiades.stoa.org/places/501525,http://sws.geonames.org/730058/,edh,9.898,precise,"settlement",PPL
http://pleiades.stoa.org/places/501516,http://sws.geonames.org/735193/,edh,3.858,precise,"settlement",PPL
http://pleiades.stoa.org/places/501515,http://sws.geonames.org/261557/,edh,0.223,precise,"settlement",PPL
http://pleiades.stoa.org/places/501507,http://sws.geonames.org/735308/,edh,3.713,precise,"settlement",PPL
http://pleiades.stoa.org/places/501507,http://sws.geonames.org/734449/,edh,8.331,precise,"settlement",PPL
http://pleiades.stoa.org/places/501503,http://sws.geonames.org/747728/,edh,0.153,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/501482,http://sws.geonames.org/736618/,edh,7.693,precise,"settlement, theatre",PPL
http://pleiades.stoa.org/places/501482,http://sws.geonames.org/736250/,edh,4.696,precise,"settlement, theatre",PPL
http://pleiades.stoa.org/places/501471,http://sws.geonames.org/747728/,edh,2.695,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/501466,http://sws.geonames.org/735795/,edh,1.66,precise,"settlement",PPL
http://pleiades.stoa.org/places/501458,http://sws.geonames.org/750525/,edh,3.633,precise,"settlement",PPLA3
http://pleiades.stoa.org/places/501450,http://sws.geonames.org/746983/,edh,0.974,precise,"settlement, port",PPLA2
http://pleiades.stoa.org/places/501402,http://sws.geonames.org/736261/,edh,2.271,precise,"settlement",PPL
http://pleiades.stoa.org/places/501351,http://sws.geonames.org/735861/,edh,2.754,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/501337,http://sws.geonames.org/747503/,edh,0.273,precise,"settlement",PPLA2
http://pleiades.stoa.org/places/501323,http://sws.geonames.org/736676/,edh,4.387,precise,"settlement",PPL
http://pleiades.stoa.org/places/50019,http://sws.geonames.org/736076/,edh,6101.551,rough,"unknown",PPL
http://pleiades.stoa.org/places/491742,http://sws.geonames.org/785380/,edh,3.436,precise,"settlement",PPLA
